# z-spec M_UV O3Hb_EW err_O3Hb_EW Beta_UV err_Beta_UV DLya err_DLya SFR err_SFR Xi_ion err_Xi_ion O_32 err_O_32 logOH err_logOH
6.1906 -18.818087173967243 3742.3 174.9 -2.27 0.12 61.1 10.9 0.98447110908678 0.44748686776671814 2.178785654318791e+25 6.761748582368663e+24 7.2727272727272725 3.3310014496757514 7.57565571470645 0.1518949870039158
6.206 -20.225764355533627 1857.0 41.2 -2.57 0.06 -43.0 4.1 1.3052111234212063 0.8101310421235074 2.6750693741075833e+25 3.086618508585673e+24 20.551724137931036 12.768168388124266 7.364607966717773 0.1518949870039158
6.2283 -18.402409577452357 3690.5 60.1 -2.66 0.13 33.3 7.7 0.3630654871548043 0.22691592947175268 2.444306394185041e+25 5.555241804966002e+24 15.375 9.6296787532412 nan nan
6.2513 -19.088960317291566 589.9 526.0 -2.84 0.31 -28.6 5.4 0.3204088195100703 0.22886344250719307 2.4430002683277086e+25 2.383414895929472e+24 19.000000000000004 13.583453319448363 7.189331407391597 0.1518949870039158
6.2651 -19.456896008766137 1089.4 50.9 -2.88 0.14 35.3 6.2 2.668421458535377 0.5060799317911923 2.987994761326992e+54 4.268563944752846e+53 8.793103448275863 1.676546516476347 7.94009985816603 0.1518949870039158
6.268 -20.046462703410008 2047.7 54.4 -2.07 0.07 1.2 0.1 2.8555120225767063 1.1053594926103378 4.477473850845737e+25 5.194859163964667e+24 25.338709677419352 9.816168253278503 7.839504637845376 0.1518949870039158
6.3139 -19.57962745472596 1165.7 54.2 -2.2 0.06 54.7 7.0 1.1242095757562702 0.3278944595955788 2.8919842423482765e+25 2.313587393878621e+24 13.916666666666666 4.069493327825474 7.40594131196108 0.1518949870039158
6.3271 -20.15766970296229 716.9 66.6 -1.78 0.04 28.9 3.8 4.659859384475615 0.8472471608137482 3.845134793330857e+25 3.6620331365055786e+24 10.343434343434344 1.8884477803284383 7.680861376818479 0.1518949870039158
6.33 -18.83724006339718 1275.4 52.2 -2.5 0.04 35.1 2.9 0.4711928725237538 0.09423857450475076 1.6928829596675984e+25 1.5389845087887257e+24 8.8 1.7713271860387625 7.403319028858695 0.1518949870039158
6.3337 -19.086692149290528 1009.7 36.0 -2.24 0.12 -20.2 4.1 0.4718312329482332 0.4246481096534099 2.6785658292873553e+25 4.870119689613372e+24 22.4 20.175866771962983 nan nan
6.3351 -18.536484902523064 282.6 66.1 -1.52 0.08 80.1 14.5 1.1801822456760775 0.1416218694811293 1.7300617107386582e+25 3.0530500777741024e+24 4.12 0.5087547149658664 7.755235241840747 0.1518949870039158
6.3396 -16.79581902000764 631.6 28.7 -2.76 0.2 -29.4 8.3 0.14185504172659552 0.04728501390886518 2.0173643377982843e+25 5.043410844495711e+24 6.333333333333333 2.1372648957412608 nan nan
6.341 -20.04561193982137 1044.5 68.0 -2.29 0.01 -0.056 0.001 0.9461841805717801 0.283855254171534 1.802290541974338e+25 1.269218691531224e+24 17.95 5.39080003339022 7.464140390016614 0.1518949870039158
6.352 -19.483986254054862 686.7 48.0 -2.8 0.07 24.6 4.6 0.7599927940144852 0.6649936947626744 2.0746292976871576e+25 5.080724810662427e+24 13.125 11.508838739882707 7.34348221803126 0.1518949870039158
6.3785 -19.030079795962468 793.1 20.5 -2.64 0.1 24.1 2.9 0.04795981810033347 0.2877589086020008 1.373071054462632e+25 3.9230601556075197e+24 70.0 420.0428549564913 nan nan
6.5357 -19.517190998380954 375.3 56.6 -2.55 0.05 32.7 2.9 0.862584451655835 0.2537013093105397 5.696056622460835e+24 1.7526328069110265e+24 7.588235294117648 2.2511303365846587 7.946250531286431 0.1518949870039158
6.5361 -18.68713336830598 803.3 34.6 -2.5 0.11 42.2 7.2 0.8119591413995686 0.2537372316873652 2.427473372384203e+25 3.7345744190526194e+24 5.687499999999999 1.7948400501615906 nan nan
6.6261 -17.324243760453065 2571.1 79.8 -2.73 0.2 5.5 1.4 0.2095125031314013 0.10475625156570065 2.030374373029241e+25 6.767914576764138e+24 7.75 3.9071249020219456 nan nan
6.6284 -19.413916356304796 2844.7 9.9 -2.58 0.12 33.7 7.8 0.9435630387748376 0.5766218570290674 2.761689381001839e+25 4.931588180360427e+24 15.444444444444445 9.458035085508381 nan nan
6.6322 -18.753375643926077 1464.0 55.1 -2.57 0.04 13.3 0.9 0.36742770176621015 0.10497934336177434 2.9052711073077183e+25 1.815794442067324e+24 16.857142857142858 4.824793664245199 7.2983563497294694 0.1518949870039158
6.6345 -20.513048501414616 1947.9 48.8 -2.22 0.05 63.8 8.4 5.778494005453839 0.8930399826610479 2.13439021878976e+25 2.6904078388106217e+24 9.19090909090909 1.4278412899428843 7.957908249384303 0.1518949870039158
6.7074 -18.43273025334435 2495.3 135.4 -2.17 0.14 12.8 3.8 0.48487924139751987 0.2155018850655644 1.7467677042060793e+25 3.74307365187017e+24 9.555555555555555 4.270106066865692 nan nan
6.7186 -18.391153662182674 5455.4 4.4 -2.24 0.08 27.4 3.9 0.3785849076110534 0.16225067469045146 3.513485730203472e+25 2.6025820223729417e+24 24.857142857142858 10.661678428939593 7.6527621731023645 0.1518949870039158
6.7274 -18.53991651604314 170.8 54.5 -2.03 0.1 63.5 18.5 0.48822626704040856 0.1627420890134695 1.0207108623991897e+25 3.4023695413306326e+24 4.0 1.3743685418725535 7.439601358396906 0.1518949870039158
6.737 -19.748568507856 2468.5 28.8 -2.16 0.08 -2.7 0.4 3.374434828314186 0.7075427865820069 3.167916063917497e+25 4.472352090236466e+24 10.870967741935484 2.2890200635317317 7.928192004933703 0.1518949870039158
6.7654 -19.014590421532525 634.6 51.1 -2.39 0.08 49.5 6.6 0.8793250298372342 0.21983125745930854 8.881891539515154e+24 2.960630513171718e+24 6.312499999999999 1.5978042795114173 7.966817076808456 0.1518949870039158
6.7701 -18.803933479648705 288.5 60.3 -1.61 0.11 18.7 4.5 0.660552448702986 0.49541433652723954 6.843582238115298e+25 7.203770776963473e+24 19.0 14.265586018262427 7.143993603572296 0.1518949870039158
6.8458 -20.323406917040373 898.2 52.9 -2.26 0.06 52.7 8.2 4.40525745911504 0.6777319167869291 2.310334578854769e+25 2.49153729092181e+24 9.512820512820513 1.4715748848211634 7.943944889632275 0.1518949870039158
6.8702 nan 299.1 56.7 -2.21 0.09 27.9 3.8 0.3986037484194506 0.0569433926313501 1.8280167374288114e+25 2.6114524820411597e+24 5.142857142857143 0.7484539110568266 7.607660833956407 0.1518949870039158
6.8717 -19.929828664372195 606.7 60.2 -2.31 0.03 44.8 2.6 0.6836651037111362 0.3418325518555681 2.617894129717573e+25 1.6361838310734831e+24 20.166666666666668 10.091938476934065 7.169571181409321 0.1518949870039158
6.8733 -18.839608000296792 473.2 54.0 -2.21 0.07 68.4 11.9 0.17100813996722333 0.2280108532896311 2.137826706656586e+25 2.672283383320733e+24 28.000000000000004 37.346723789079256 7.168421537820747 0.1518949870039158
6.9326 -19.171461110966938 1995.6 46.2 -1.91 0.05 86.8 16.1 1.8024628785977006 0.23257585530292912 3.4754114556061205e+25 2.6733934273893234e+24 9.290322580645162 1.2056757460525105 7.6233529630755665 0.1518949870039158
6.9336 -19.94132424943662 4545.1 14.6 -1.92 0.08 72.0 16.5 6.165311414269859 0.814286413205453 3.8726466702482025e+25 3.9382847494049514e+24 10.933962264150944 1.4501353356147215 7.958578063980847 0.1518949870039158
6.9352 -20.73110530686585 869.6 52.6 -2.17 0.04 46.8 3.4 4.306377074685494 0.6983314175165666 1.4021973854043734e+25 1.593406119777697e+24 8.702702702702704 1.419056167348934 7.946259494820432 0.1518949870039158
6.9806 -18.89491114039087 1613.6 43.0 -1.98 0.08 40.2 6.2 2.481225677417761 0.29538400921640007 2.894731485786241e+25 3.508765437316656e+24 7.261904761904762 0.8726706992036072 nan nan
6.9915 -20.103429240519336 23.5 58.3 -1.67 0.09 48.3 9.3 1.3636645798124085 0.889346465095049 2.5875940149965875e+24 3.737635799439515e+24 5.0 3.3094925624321854 7.9521214558356625 0.1518949870039158
6.9925 -19.383293387640688 713.0 15.3 -2.47 0.12 45.3 9.7 1.7199703713245487 0.5930932314912237 1.0116684937655309e+25 5.058342468827654e+24 4.275862068965518 1.5142209917934308 7.961185387038031 0.1518949870039158
7.035 -18.80753529725159 60.0 0.0 -1.9 0.04 0.1 0.01 -1.5035957810356528 0.8420136373799656 5.985911953207449e+25 1.158563603846603e+25 -0.72 -0.5968 4.112147171074878 0.1518949870039158
7.1028 -19.36841220143897 1722.7 6.7 -2.53 0.17 -3.6 0.8 0.922324667936537 0.6148831119576913 2.100787327940329e+25 5.251968319850823e+24 17.533333333333335 11.707884860265521 nan nan
7.1135 -20.016979398755634 1222.1 3.7 -1.96 0.14 2.6 0.7 -0.37021185946564084 0.8638276720864954 1.099352254739545e+25 3.880066781433688e+24 -39.16666666666667 -91.41456917138606 nan nan
7.1785 -19.568315854959508 9292.8 360.9 -2.34 0.14 46.3 12.3 1.7012333984871244 0.6930950882725322 2.2278912893465743e+25 4.455782578693149e+24 7.666666666666666 3.145338857900149 nan nan
7.1791 -21.10823620492244 619.5 41.2 -2.31 0.06 61.6 6.0 4.600516617239794 1.3864570627298012 1.4001279352052265e+25 2.273712031529855e+24 8.082191780821917 2.4526578736167517 7.526144316793285 0.1518949870039158
7.2053 -18.354763839402676 1054.3 48.8 -2.17 0.07 37.7 4.2 0.7626209701968327 0.1271034950328055 4.106043299226316e+25 3.0415135549824563e+24 9.416666666666668 1.5782691918602827 7.430352701730706 0.1518949870039158
7.2621 -17.787273882153915 163.8 46.2 -2.29 0.1 61.5 9.3 0.1294224312667521 0.06471121563337605 2.620411773436673e+24 2.620411773436673e+24 5.999999999999999 3.041381265149109 7.957984644068174 0.1518949870039158
7.2697 -19.246275612668747 42.2 60.1 -2.26 0.03 56.8 3.4 0.0 nan 0.0 nan nan nan nan nan
7.2753 -16.98554063255647 2159.1 23.5 -2.95 0.2 -98.8 20.6 0.5198584639622228 0.1299646159905557 4.952641265499615e+25 5.502934739444017e+24 5.749999999999999 1.4590771912410938 nan nan
7.4546 -20.462267336783615 707.5 27.2 -2.57 0.06 41.2 3.9 1.718149332100714 0.9621636259763997 8.208507487960631e+24 2.814345424443645e+24 8.440000000000001 4.754919238010253 7.639268966435645 0.1518949870039158
7.4721 -19.560022316743908 1413.5 28.0 -1.98 0.07 41.8 7.1 1.5201448071068733 0.48368243862491417 4.076132510185018e+25 3.2179993501460666e+24 15.954545454545453 5.086408016785156 7.413466303234292 0.1518949870039158
7.4757 -19.84956105918884 43864.3 1204.4 -2.41 0.12 20.7 4.3 3.182006446505428 0.6917405318490062 2.2635742647639745e+25 3.2924716578385084e+24 8.391304347826088 1.8371042988905468 7.943010103420133 0.1518949870039158
7.4808 -19.298907946245574 319.5 45.1 -2.15 0.14 2.6 0.6 0.4156955703579733 0.4156955703579733 4.046084381556789e+25 4.114662082939107e+24 19.5 19.52562418976664 6.968953360366583 0.1518949870039158
7.4842 -18.56847275577748 8524.4 547.2 -2.07 0.29 -57.5 15.4 -0.13871001568165026 0.6935500784082512 3.4837933697581146e+24 1.2059284741470397e+24 -80.5 -402.53105470261545 nan nan
7.5089 -19.415316450789696 14.3 35.6 -1.81 0.14 11.3 2.8 0.6988230330488794 0.6289407297439915 2.4760591506446823e+24 4.952118301289365e+24 6.5 5.918825897084658 7.940867490530896 0.1518949870039158
7.5524 -18.599779987888553 580.4 32.1 -2.64 0.12 21.1 3.4 0.8497948227380866 0.28326494091269555 2.7962281761742346e+25 3.994611680248906e+24 7.5 2.6352313834736494 7.4426317173818415 0.1518949870039158
7.589 -18.645143493146847 516.5 5.3 -2.37 0.11 54.7 11.5 0.7876798825609586 0.28642904820398496 1.543257706128601e+25 3.8581442653215024e+24 3.818181818181818 1.4352590642044567 nan nan
7.6487 -19.437622917828147 804.9 11.6 -1.93 0.14 67.7 14.8 2.0414190180379967 0.6561703986550704 5.672732487439174e+24 5.042428877723711e+24 4.0 1.325283951091391 nan nan
7.6631 -20.50581668104695 1423.2 49.0 -2.4 0.03 6.9 0.3 4.466629491877034 0.43934060575839684 2.334929432373542e+25 1.1792572890775463e+24 10.573770491803279 1.0446838080343321 7.796670983402057 0.1518949870039158
7.7785 -20.01144921632138 520.2 25.8 -2.29 0.08 64.1 8.7 2.4249457858319206 0.9093546696869701 1.2226728199566127e+25 3.820852562364415e+24 5.71875 2.177071262551266 7.639481904797221 0.1518949870039158
7.8314 -19.514926110795752 932.5 23.4 -1.5 0.14 36.6 10.2 2.2320508492014297 0.7696727066211827 4.080507847415957e+25 4.872248176019055e+24 15.206896551724139 5.2550830693694826 nan nan
7.8798 -19.398992039347004 533.2 44.7 -2.23 0.22 98.0 19.0 3.3566987764859837 0.3903138112193004 6.893001534765445e+24 2.757200613906178e+24 3.0 0.3677067046707418 8.076371464441369 0.1518949870039158
7.8845 -20.15841752075844 940.7 27.3 -2.06 0.11 39.1 9.4 5.237362628545692 1.094374280591637 1.9797952045034104e+25 4.096128009317401e+24 7.656716417910447 1.6134984202254739 7.96293730910776 0.1518949870039158
7.8922 -19.98747694468982 12027.9 51.9 -1.92 0.05 57.2 8.0 5.170755569725539 0.7051030322353009 4.89868023388932e+25 3.212249333697915e+24 12.363636363636363 1.6914561292476944 7.818718923960368 0.1518949870039158
7.9246 -19.023528099576037 3530.5 152.5 -2.96 0.07 23.0 2.7 0.07908428242536078 0.2372528472760823 2.5454398857507028e+25 2.9370460220200415e+24 116.99999999999999 351.01282027869007 nan nan
7.9807 -18.616724527404912 1821.1 36.3 -2.2 0.05 18.8 1.5 0.5626155978440984 0.16074731366974243 3.760612141360212e+25 1.4463892851385432e+24 19.28571428571429 5.517606516806213 7.486033299182815 0.1518949870039158
8.1577 -19.94553396941506 4864.3 117.6 -2.92 0.13 81.7 25.3 1.690323686309704 0.845161843154852 2.6037246292611417e+25 3.971783332771233e+24 15.55 7.791060582488114 nan nan
8.1826 -20.25258583354932 7476.2 78.2 -2.17 0.08 82.1 9.5 3.574537435646928 0.7659723076386274 3.399607206005609e+25 2.6927581829747404e+24 16.357142857142858 3.51164615015262 7.819297820711277 0.1518949870039158
8.2228 -20.05784302276156 200.2 35.6 -2.06 0.1 55.4 12.8 1.1188877602203675 1.0328194709726468 2.3025387526658127e+25 4.4434958384778847e+24 12.0 11.11531807273135 7.135634250082131 0.1518949870039158
8.2755 -18.301656675606242 675.4 2.0 -2.74 0.08 33.8 4.5 0.1746720051315505 0.08733600256577526 1.4400458484810183e+25 2.0572083549728834e+24 8.0 4.031128874149275 7.124683852060178 0.1518949870039158
8.3173 -21.406774801997045 1103.0 28.7 -2.25 0.04 45.8 3.0 11.750374110544001 1.6786248729348572 1.8096701546391948e+25 1.904915952251784e+24 7.69172932330827 1.108065974450762 7.866429798744123 0.1518949870039158
8.4932 -19.026468423598196 2197.7 25.6 -2.64 0.03 34.6 1.7 0.18535944990791228 0.09267972495395614 1.8861058128026855e+25 1.1094740075309916e+24 50.99999999999999 25.504901489713696 7.508875931365705 0.1518949870039158
8.5122 -21.72429756744544 2523.9 49.4 -2.2 0.01 32.7 0.9 13.134754262164943 2.6083199953235345 4.427893702453039e+25 2.2278710452593907e+24 26.76595744680851 5.31893389062597 7.867282030311413 0.1518949870039158
8.6139 -21.362750998859926 396.5 36.3 -2.01 0.04 55.8 4.0 2.871504393591862 1.052884944317016 4.3456798147953466e+24 1.1851854040350947e+24 7.8 2.8834084768628334 7.9262774580755915 0.1518949870039158
8.7621 -20.49614186968846 1430.9 32.8 -2.1 0.03 60.6 3.5 3.9807453047960126 0.4975931630995016 1.9110277766351651e+25 1.2133509692921685e+24 8.725 1.097764952357744 7.629574289726405 0.1518949870039158
8.9202 -18.03869892999238 3749.0 372.9 -2.81 0.07 23.7 2.0 0.1036630792994169 0.10366307929941691 2.9937511201405256e+24 2.9937511201405256e+24 11.0 11.045361017187261 7.882122475823884 0.1518949870039158
9.2521 -20.68296791578923 955.9 121.8 -3.1 0.07 43.3 4.8 0.22532483599213568 0.7886369259724748 3.635070847197192e+24 1.6777250063987038e+24 33.5 117.30222717408223 7.330622284779773 0.1518949870039158
9.321 -21.215695554872344 199.0 37.7 -2.16 0.03 49.6 2.7 2.979119785736973 1.0312337719858753 1.5700701885251656e+24 1.2211657021862398e+24 7.576923076923077 2.6455250897686104 7.9906572889965 0.1518949870039158
