# z-spec M_UV O3Hb_EW err_O3Hb_EW Beta_UV err_Beta_UV DLya err_DLya SFR err_SFR Xi_ion err_Xi_ion O_32 err_O_32 logOH err_logOH
9.4362 -20.29364401661254 1210.8 38.3 -2.56 0.02 49.4 1.3 0.5891474017831606 0.23565896071326425 1.787634853334227e+25 8.314580713182452e+23 39.8 15.925024332791459 7.3426759530735275 0.1518949870039158
9.5635 -20.160480408377843 20.0 3.4 -2.47 0.11 52.8 13.8 1.7006606185824935 1.093281826231603 8.625872762146811e+24 3.833721227620805e+24 3.5714285714285716 2.3842203035045824 nan nan
9.5685 -19.149966620650694 1753.5 128.4 -2.87 0.1 52.8 11.0 0.4864808053968653 0.7297212080952978 4.026889506912346e+25 7.321617285295174e+24 18.5 27.790510970473353 nan nan
9.6886 -19.48769793812208 0.0 0.0 -2.69 0.06 31.7 3.3 0.5004704952632759 0.25023524763163796 1.64413957455273e+25 1.8268217495030333e+24 0.0 nan 7.595024753531131 0.22934854417890063
9.7982 -20.026621582398096 0.0 0.0 -2.72 0.05 52.9 4.5 0.38506827386845466 0.6417804564474244 1.8685087424081468e+25 3.3972886225602665e+24 0.0 nan 7.1584773674514794 0.22934854417890063
9.8505 -20.02137562176496 0.0 0.0 -2.95 0.14 58.4 17.3 0.7795033414483018 0.9094205650230188 1.499310561479977e+25 4.613263266092237e+24 0.0 nan nan nan
10.0638 -20.090239208892164 0.0 0.0 -2.55 0.06 52.0 4.8 2.045847622802663 0.5455593660807102 0.0 nan 0.0 nan 8.313597198733486 0.24
10.1761 -21.06927430238727 0.0 0.0 -2.04 0.04 68.3 4.8 4.755442460978439 0.8391957284079598 0.0 nan 0.0 nan 8.368063794247105 0.24
10.2142 -20.115579256824898 0.0 0.0 -2.87 0.06 66.2 5.5 0.0 nan 0.0 nan nan nan nan nan
10.4064 -18.547128506577714 0.0 0.0 -2.52 0.09 35.5 5.0 0.29428503318225735 0.29428503318225735 0.0 nan 0.0 nan 7.613226452905812 0.24
11.0419 -19.678262459104463 0.0 0.0 -1.81 0.1 87.4 15.3 7.235089618369832 1.346063184812992 0.0 nan 0.0 nan 8.403176769103537 0.24
11.1168 -18.761530151298654 0.0 0.0 -2.25 0.14 17.5 4.3 0.0 nan 0.0 nan nan nan nan nan
11.4111 -19.63547431282065 0.0 0.0 -1.86 0.09 98.5 29.0 2.8996393934424676 0.7249098483606168 0.0 nan 0.0 nan 8.341682092120504 0.24
11.5194 -19.256041211147277 0.0 0.0 -2.44 0.04 46.6 4.0 0.37026059977855635 0.18513029988927818 0.0 nan 0.0 nan 7.9148597150941695 0.24
12.29 -19.50118754764317 0.0 0.0 -2.46 0.14 67.4 18.6 0.6425868651772454 1.0709781086287424 0.0 nan 0.0 nan nan nan
13.0325 -18.402162372770725 0.0 0.0 -2.26 0.08 59.5 12.1 1.4661739904127233 0.48872466347090776 0.0 nan 0.0 nan nan nan
