# File;RA;Decl;z_spec;SN_UV;M_UV;O3Hb_EW;Beta_UV;err_Beta_UV;DLya;err_DLya;SFR;err_SFR;Xi_ion;err_Xi_ion;O_32;err_O_32;OII_3727;err_OII_3727;NeIII_3870;err_NeIII_3870;HeI_3889;err_HeI_3889;Hdelta;err_Hdelta;Hgamma;err_Hgamma;Hbeta;err_Hbeta;OIII_4960;err_OIII_4960;OIII_5008;err_OIII_5008;Halpha;err_Halpha;SII_6725;err_SII_6725
ceers-v2_prism-clear_1345_1374.spec.fits;214.943911;52.85004190000001;5.001909;62.86987680415037;-20.185659830834446;1714.6631680020473;-2.113539310178177;0.05884531496444605;12.083816899412193;2.462878296304364;14.12615258932185;0.8158192129022253;3.5849519053275648e+25;2.0703957593573402e+24;4.878375595620666;0.3599633685799768;424.9139;30.571156;231.86588;41.55533;15.01464;39.64937;88.588356;22.685726;105.003174;24.662983;329.88617;19.051718;656.9525;22.125517;2072.8896;33.95197;1004.54694;21.831274;76.440384;12.745773
gds-egami-ddt-v2_prism-clear_6541_118675.spec.fits;53.116289;-27.78944000000002;5.00491;37.09903212910695;-18.234653440923477;180.6742282565434;-0.9290748976563442;0.005808818782466522;41.58821066290959;8.971210978412389;2.5645007284230914;0.36092547671446956;3.925227413381676e+25;5.524329003636594e+24;1.699875202266573;0.19341074556192314;146.53311;15.707503;33.990345;20.07132;-13.93962;19.732256;15.62933;11.458645;15.699548;12.922356;59.804348;8.416809;82.68456;8.312606;249.088;9.501803;367.44644;9.421221;49.134987;6.312289
uncover-v2_prism-clear_2561_42644.spec.fits;3.588418495868178;-30.34991720319647;5.015128;17.359079490191128;-18.259289833428127;856.6448544403378;-2.613372189396872;0.22387321508429484;36.77672996855052;8.297394017341976;0.9541814037396397;0.435412001390083;1.4277046951127943e+25;6.514901215395121e+24;7.457662269671792;9.241657917593342;15.991528;19.774227;8.087246;26.712507;22.889467;26.018734;24.13786;14.829524;51.955936;16.556465;22.145517;10.105441;40.030655;9.548451;119.259415;9.700822;121.636154;8.629444;-7.178643;7.0820713
abell2744-ddt-v2_prism-clear_2756_160345.spec.fits;3.552931;-30.4038875;5.017534;10.361444913155607;-19.010328545787843;1144.010377008256;-1.9748378580723114;0.00739599718228629;85.74402950261998;13.701851730186416;2.804781204590225;1.2446735068511443;2.101313946757266e+25;9.324969073613351e+24;6.1014114172244724;6.940412583140495;47.63014;53.9545;16.932096;72.203926;-51.712517;70.40305;12.953747;41.69829;-75.36951;48.7127;65.022835;28.855085;53.816784;30.831923;290.61108;30.110987;212.23755;26.096397;22.248125;24.18466
jades-gdn2-v2_prism-clear_1181_38493.spec.fits;189.0275316;62.2537411;5.02115;29.547856291607857;-19.164220145915138;2284.2014233161444;-2.301258520352127;0.13212271036951354;-65.43518332284788;5.190792887776032;5.9838501019109716;0.5688035655671131;3.890594963241949e+25;3.698261570026201e+24;5.783228044313196;1.0094109765216694;137.89662;23.779348;101.42105;31.590899;7.9374747;30.570173;54.364273;17.547903;76.89639;19.433592;138.48882;13.164256;260.99402;15.279958;797.4876;21.515972;409.39294;15.308033;-4.870529;10.735844
jades-gdn2-v2_prism-clear_1181_38493.spec.fits;189.0275316;62.2537411;5.02115;29.547856291607857;-19.164220145915138;2284.2014233161444;-2.301258520352127;0.13212271036951354;-65.43518332284788;5.190792887776032;5.9838501019109716;0.5688035655671131;3.890594963241949e+25;3.698261570026201e+24;5.783228044313196;1.0094109765216694;137.89662;23.779348;101.42105;31.590899;7.9374747;30.570173;54.364273;17.547903;76.89639;19.433592;138.48882;13.164256;260.99402;15.279958;797.4876;21.515972;409.39294;15.308033;-4.870529;10.735844
jades-gdn2-v2_prism-clear_1181_38493.spec.fits;189.0275316;62.2537411;5.02115;29.547856291607857;-19.164220145915138;2284.2014233161444;-2.301258520352127;0.13212271036951354;-65.43518332284788;5.190792887776032;5.9838501019109716;0.5688035655671131;3.890594963241949e+25;3.698261570026201e+24;5.783228044313196;1.0094109765216694;137.89662;23.779348;101.42105;31.590899;7.9374747;30.570173;54.364273;17.547903;76.89639;19.433592;138.48882;13.164256;260.99402;15.279958;797.4876;21.515972;409.39294;15.308033;-4.870529;10.735844
uncover-v2_prism-clear_2561_40074.spec.fits;3.541322786854551;-30.35454971943085;5.02476;25.578852434666622;-18.782725824094285;1216.0835618348283;-2.050507974084596;0.14848077661654102;33.81335947173778;5.707680614083749;2.186625343536773;0.47125755064972513;2.020260723191486e+25;4.3540294769708496e+24;-60.34761427616452;-581.5784650262175;-2.1527827;20.745958;23.095716;28.535057;-7.4904294;28.360012;-8.824767;16.06368;4.322016;17.684998;50.521618;10.888328;70.22402;10.106867;129.9153;10.3749075;114.762474;9.338379;2.6571183;9.504528
gds-udeep-v2_prism-clear_3215_201249.spec.fits;53.1307599;-27.80391190000001;5.03079;251.838723720718;-20.674675432567266;584.9042016054282;-1.7035524697295186;0.014190846795098173;51.95458472664971;0.4703670646989103;13.989437020843463;0.3145805948405536;2.2628378646728586e+25;5.088445520973488e+23;4.06788539952224;0.1305238153481735;473.25876;14.465672;170.68053;16.465466;46.420597;15.44844;67.41084;8.844614;138.94803;9.93818;322.3169;7.247943;715.55945;10.757283;1925.1624;18.788954;1031.5944;8.368697;90.381;2.927833
jades-gdn-v2_prism-clear_1181_68797.spec.fits;189.2291371;62.1461898;5.031994;19.08856094025906;-19.40181596141071;448.96731495422574;-2.102360227489229;0.18579914354773833;63.6857367315592;7.358187111590603;55.79481063341744;2.188967162759296;2.9146794315764986e+26;1.1435001738082075e+25;5.642315603904199;0.4413035047587951;604.75006;45.17947;356.0368;57.06242;38.72349;58.60627;87.9705;33.679424;213.83887;44.063766;1284.7932;50.405586;968.84753;52.236996;3412.1907;79.00284;16150.815;235.55309;69.55347;36.644726
ceers-v2_prism-clear_1345_1691.spec.fits;215.1854288;53.0593709;5.042257;5.4106645017048445;-17.0381388783931;10041.122216416812;-1.1617838317073568;0.6279266608396457;-283.0865253726841;44.37039933838672;3.431066742579641;0.7532220160785381;1.580873020362687e+26;3.47049023787421e+25;8.40071516427923;7.33012874788762;25.31726;22.016079;47.690742;28.56517;-42.467876;26.727365;6.3394537;21.533062;-12.764444;21.349426;78.631424;17.261955;186.7713;20.488712;212.68309;15.253859;147.82838;14.933675;9.313563;12.797712
jades-gdn-v2_prism-clear_1181_68913.spec.fits;189.2107339;62.1470852;5.042257;22.77171115794225;-19.692387924107525;72.81519207143953;-2.0620212894910757;0.15732776712133328;47.28960109717094;6.352191703287682;-0.6019350031102972;1.2203188435923211;-2.406122874808961e+24;4.87799690823076e+24;9.854170141917956;46.79230095513281;10.023256;47.518105;-67.59957;64.47293;63.36214;61.046307;-42.257294;40.390995;-8.413279;42.239986;-13.794837;27.96664;33.084103;26.024235;98.77087;26.684397;61.95743;22.175825;-35.64932;23.43478
rubies-uds3-v2_prism-clear_4233_61981.spec.fits;34.301249;-5.204897200000005;5.04286;9.268904032256655;-18.458184891352765;-6796.64926872375;-2.272574555216434;0.41105727513400253;104.97242918103325;14.975869867408797;6.404968379611498;1.0634908136816965;7.97932962994997e+25;1.3249001802729727e+25;17.787191291280138;42.027048699466214;29.775398;70.33691;39.083702;65.85596;88.68952;76.23602;66.84891;32.896603;-21.960518;33.762505;146.74467;24.365711;203.52756;21.678831;529.6207;26.282185;422.49466;23.410147;8.658153;18.66686
jades-gdn-v2_prism-clear_1181_38184.spec.fits;189.2128062;62.1486365;5.046488;22.76692505301376;-19.240411850217793;605.6974941486694;-1.4151510832710503;0.14520098840229131;109.15831738590569;7.346778288039412;6.463446823773447;0.8480972421800431;3.917624553127837e+25;5.140487219889907e+24;3.128368524144529;0.3789605224642163;306.12442;35.955624;78.867195;45.250965;39.85029;44.229855;3.133387;25.062017;28.735598;30.230398;147.83527;19.398115;242.93288;20.52944;957.67;28.386696;574.37225;22.980944;43.617615;16.115427
rubies-uds3-v2_prism-clear_4233_56138.spec.fits;34.3115814;-5.216956499999981;5.04891;17.614853353656038;-19.248048305421612;4343.670479474814;-2.9512959809762673;0.24668577635490838;-29.832323457136404;8.207671440971632;4.429670507798881;1.0628108831778218;2.6660941011197617e+25;6.396759806982299e+24;16.927692904351456;10.823162915014976;68.857765;43.97163;34.987545;54.00702;105.81446;55.99326;108.5628;35.536522;30.412588;51.909904;101.20391;24.281855;366.5194;26.214346;1165.6031;37.030563;428.6354;23.923079;-4.9181767;16.315369
uncover-v2_prism-clear_2561_15719.spec.fits;3.577225353575009;-30.39592846401837;5.050117;66.85674966354298;-19.823012955257738;207.5420772854475;-2.542336499748685;0.06078040588981306;35.08451502617931;2.058593904206784;1.5893319675751074;0.4618272070512269;5.632909964101723e+24;1.6368078723422446e+24;4.799314484102216;3.507542007951609;27.957922;20.312317;32.8077;26.480324;-25.035429;26.702147;29.127386;15.2232065;8.947254;16.310314;36.29087;10.545381;49.63556;10.040511;134.17886;10.634999;123.40672;7.9989715;-7.417574;6.838967
gds-deep-v2_prism-clear_1210_5233.spec.fits;53.1494568;-27.80979880000001;5.050117;27.210094759798658;-18.10886661472168;1282.3695806213334;-1.9167495096477396;0.13478895349510084;-24.516412792878704;5.9932808064347824;1.8998097868955297;0.19949310174484777;3.265027530654817e+25;3.428503600021028e+24;4.863507668339339;1.0390947763559593;39.867954;8.446931;25.058096;10.911541;6.1016083;10.586696;21.26229;6.559382;17.47576;7.2249002;43.380333;4.5552335;69.8364;4.357278;193.8981;5.3342814;136.28085;4.2441597;-0.14251724;3.3365283
uncover-v2_prism-clear_2561_21527.spec.fits;3.567135387868977;-30.38440923903778;5.057987;20.170106411379013;-18.140550069605414;154.15713255904973;-2.581833882707352;0.20284757497923855;87.95460961818996;6.972700139589915;0.05796808353158302;0.3559211284749332;9.67592041316111e+23;5.940966653847729e+24;7.92396248749289;17.67604456296985;5.951615;13.246397;33.710533;18.402906;-6.9365363;18.550776;8.28341;10.8746805;1.9463149;11.641388;1.3188277;8.097536;7.5693645;6.855574;47.160374;7.058435;50.054314;6.418125;2.392968;5.874767
ceers-v2_prism-clear_1345_4196.spec.fits;215.1534142;53.0163637;5.058593;56.08695509887362;-20.381295733287423;387.07557348711157;-2.0873311769467895;0.0654940662483123;60.607977504489504;2.604240560015887;6.12987380855809;0.9851945819351949;1.2991419710457486e+25;2.087983653516596e+24;2.4485101376289453;0.332400428072719;333.59625;43.598736;82.56707;55.77885;6.74422;53.20621;-21.847532;32.66632;6.357682;34.06191;139.4212;22.407804;218.95341;23.718866;816.8138;30.001125;490.24176;22.702074;76.05116;17.604193
gds-deep-v2_prism-clear_1210_9320.spec.fits;53.156234;-27.80074209999998;5.059199;12.157795690518048;-16.996473999410078;-1854.0329340561352;-1.720525038731748;0.011004073328950962;137.6360755670443;22.154348334332717;1.0953884897193211;0.2624417904236209;5.244474114441393e+25;1.2565123600824118e+25;3.408727914801278;2.0335959079666397;18.428915;10.873845;4.0146017;14.818272;-18.996965;14.084392;2.858198;8.352323;-2.8661654;9.061973;24.907127;5.9674454;22.249128;5.6297493;62.819157;5.534997;46.473267;4.8071485;3.9709833;4.269211
rubies-uds3-v2_prism-clear_4233_67853.spec.fits;34.2739246;-5.193920400000025;5.06405;22.40467860789596;-19.508470065891306;5582.64247491363;-2.023235615003221;0.16452292017949813;42.07866010787942;7.11783139772441;10.82647523700487;1.45657885949843;5.126517372042264e+25;6.897144881877542e+24;5.604243637472614;1.1308892520476803;210.15273;41.91547;163.02892;57.111282;25.348188;62.049;111.41581;33.30491;100.29917;36.221813;245.62238;33.045692;398.13043;26.738089;1177.7471;36.081764;604.97406;28.29507;25.399088;20.673332
ceers-v2_prism-clear_1345_11383.spec.fits;215.086144;52.9522083;5.071937;16.16161058271301;-19.779580219995893;291.1198633977922;-1.033967307691271;0.1945908523028467;48.7745815227622;12.182597690989274;7.413098614391055;1.6843155687851494;2.7345827022643653e+25;6.213191620860131e+24;2.2232213521587503;0.5258568458513553;321.53976;72.76916;-30.31534;91.55374;80.38245;89.29776;51.46962;56.917717;4.363298;58.98969;167.57072;38.073414;246.2752;44.184597;714.85406;49.15242;826.61676;47.57501;60.56962;33.347595
ceers-v2_prism-clear_1345_14525.spec.fits;214.913946;52.858487;5.07254;43.31437318980625;-18.865280783638124;0.0;-1.840570228374486;0.00019093754668315002;84.94871153096531;5.7855194032570125;0.0;nan;0.0;nan;0.0;nan;110.25207;26.567265;36.950035;34.125793;-44.31969;88.24734;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
gds-deep-v2_prism-clear_1210_15338.spec.fits;53.115345;-27.77289350000001;5.074366;52.819113099306435;-19.502536530102965;1482.9416765469844;-2.4362946071401947;0.0749026483567727;63.53880734846575;2.4591144019942415;5.291336976794401;0.39285681310333725;2.519266902850515e+25;1.8704368501779962e+24;21.069308413826974;14.706578621339323;23.872383;16.653702;42.314743;19.992275;-2.5847542;19.353321;39.568726;12.262381;83.643814;13.210789;119.47497;8.870453;166.82404;8.864044;502.9746;11.821865;341.04736;9.021958;2.9017148;6.6324167
ceers-v2_prism-clear_1345_1699.spec.fits;215.0533477;52.9648857;5.076189;47.88698836066461;-19.97445086827355;1113.3275363883513;-1.2519922602664013;0.06966417354299483;47.47171432666228;3.702802043441458;14.09694398251464;1.114321538823056;4.345782628053559e+25;3.435212051271353e+24;5.36793480772219;0.516759371029727;417.6691;39.296722;204.31552;45.83735;30.420427;43.944485;-11.82422;27.147366;151.21751;31.013582;318.03232;25.13951;719.0707;27.887295;2242.0205;45.693195;1159.7073;29.621347;87.308105;16.031517
uncover-v2_prism-clear_2561_32310.spec.fits;3.603195333128175;-30.36829953343136;5.080443;34.37605883445649;-18.52808079009844;504.48472093234005;-2.578826284190585;0.11784498889630302;26.42738791388144;3.875286112287783;0.6756219513993266;0.2931260708109435;7.89214050501654e+24;3.424092618263764e+24;2.985996808599694;1.0443502546820493;34.821705;12.014367;8.892533;14.619974;23.014856;14.838543;30.21186;9.357031;4.2264943;9.80965;15.21242;6.600077;25.81547;6.1108823;103.9775;5.9568763;83.793846;5.435973;-0.96899074;4.8762107
ceers-ddt-v2_prism-clear_2750_1768.spec.fits;214.9257594;52.94566150000001;5.093835;10.168431205638488;-17.191616654370165;385.6312781688378;-1.960875246569091;0.3594093599424497;77.70911818132477;15.716385600950115;3.538054015401628;0.3087303167280742;1.4152760914408729e+26;1.2349688107252141e+25;17.237824121157864;17.113472203981107;10.225073;10.142436;25.01107;13.870192;-6.900106;13.906989;12.415026;8.754056;5.953135;9.345664;79.173996;6.9087167;46.704678;5.9905868;176.25801;7.3152986;731.8317;10.568305;-16.730497;5.556614
ceers-v2_prism-clear_1345_1912.spec.fits;215.0108339;53.013327;5.095664;16.019833752844743;-19.61698297581242;799.1814345410114;-1.9499076454916235;0.22258428311508538;79.29158266011422;9.337858767412232;5.619696661690448;1.3955521170663212;2.4079255586512447e+25;5.979656578301895e+24;3.8851014767311116;1.13650193840562;218.28009;62.994255;-28.921997;79.11929;131.01872;78.50456;14.538991;48.393227;50.858006;49.537903;125.65102;31.203205;291.00104;33.037567;848.0403;40.550728;447.6506;33.056923;-15.177489;29.212593
ceers-ddt-v2_prism-clear_2750_3084.spec.fits;214.9218244;52.901454;5.097493;96.04542423358208;-20.345858708582142;248.20059654025027;-1.7975595840237244;0.03752358922449559;31.561210889059943;1.6085912707423315;4.859664826470151;0.5935478833494794;1.0641092201260046e+25;1.299677648174806e+24;2.052341342718599;0.18846933334750945;278.09833;24.411125;27.764978;29.762598;40.790367;30.068766;-10.572942;17.477304;8.930753;18.503998;108.5662;13.260017;210.0477;13.529684;570.7527;15.39861;383.262;12.32504;39.071823;9.371919
ceers-ddt-v2_prism-clear_2750_7467.spec.fits;214.891982;52.936307;5.097493;44.40345846889473;-19.067509173455164;39.85896170770511;-1.537142276622193;0.07625558179819937;54.00896304842385;3.959386334814325;-0.695235262649697;0.3686719473837478;-4.941416887226526e+24;2.620352971892708e+24;1.5405741618777957;0.5557788681079575;42.97464;14.654859;2.181036;18.793436;23.211472;18.434414;-35.92672;11.8247385;-30.427807;12.415565;-15.53174;8.236229;28.371794;7.9437146;66.20562;7.7941084;0.0;0.0;0.0;0.0
ceers-ddt-v2_prism-clear_2750_8507.spec.fits;214.892498;52.935087;5.102372;17.239517866810967;-18.05309687032475;447.97294396342926;-1.8252750168510394;0.20323097218083194;104.27061364626094;9.715747213198476;0.4963295716333;0.3498428756109301;8.979554201542327e+24;6.329328823253638e+24;7.8625895830479005;8.468401187677149;13.130693;14.11202;-39.72889;17.968103;29.357204;17.686323;14.410515;10.870412;15.712961;12.059942;11.063332;7.7981005;36.435074;7.523983;103.24125;7.285912;0.0;0.0;0.0;0.0
jades-gdn2-v2_prism-clear_b509.spec.fits;189.1935222911119;62.23790162290795;5.11092;8.044700274684535;-17.694169327130762;-16476.385061496472;-3.052473918602801;0.004414223904130427;145.86681385651755;16.986364897515976;1.8493502050785828;0.5244271424947547;4.656662918249794e+25;1.3205072901134242e+25;1.0385784676494758;0.4369097298753975;55.701694;21.003603;-15.680849;28.19033;37.27423;27.515142;17.120129;17.80852;6.7286096;18.078295;41.06137;11.643926;21.734076;10.918111;57.85058;10.790037;56.411884;9.990758;-9.940598;10.1355505
jades-gdn2-v2_prism-clear_b509.spec.fits;189.1935222911119;62.23790162290795;5.11092;8.044700274684535;-17.694169327130762;-16476.385061496472;-3.052473918602801;0.004414223904130427;145.86681385651755;16.986364897515976;1.8493502050785828;0.5244271424947547;4.656662918249794e+25;1.3205072901134242e+25;1.0385784676494758;0.4369097298753975;55.701694;21.003603;-15.680849;28.19033;37.27423;27.515142;17.120129;17.80852;6.7286096;18.078295;41.06137;11.643926;21.734076;10.918111;57.85058;10.790037;56.411884;9.990758;-9.940598;10.1355505
jades-gdn2-v2_prism-clear_b509.spec.fits;189.1935222911119;62.23790162290795;5.11092;8.044700274684535;-17.694169327130762;-16476.385061496472;-3.052473918602801;0.004414223904130427;145.86681385651755;16.986364897515976;1.8493502050785828;0.5244271424947547;4.656662918249794e+25;1.3205072901134242e+25;1.0385784676494758;0.4369097298753975;55.701694;21.003603;-15.680849;28.19033;37.27423;27.515142;17.120129;17.80852;6.7286096;18.078295;41.06137;11.643926;21.734076;10.918111;57.85058;10.790037;56.411884;9.990758;-9.940598;10.1355505
ceers-v2_prism-clear_1345_85517.spec.fits;214.941432;52.85414;5.11642;6.557060066582156;-17.589818776605558;390.17221838918846;-2.0088022037397075;0.5111750880445899;135.8839780485074;23.223448177946125;1.6564957267987466;0.5804312139509105;4.5918340282138575e+25;1.6089650918737794e+25;1.3583058323069048;0.5078828057109905;67.773834;23.742838;-7.3008795;33.06939;4.9991097;30.954758;-6.4375534;18.288628;-17.07396;19.927692;36.68693;12.854992;25.08011;12.476511;92.057594;12.031285;78.36251;11.117834;19.29865;10.008633
gds-barrufet-s67-v2_prism-clear_2198_9931.spec.fits;53.09242117682575;-27.82072089610767;5.11826;26.09677823839653;-19.694526579003128;480.08155423273934;-1.559072627011324;0.13097557892477432;81.9456325836818;6.233022694441308;8.606437124900298;1.2766387567184339;3.4334928044514267e+25;5.093083144004654e+24;2.441607079198346;0.42287500781492626;290.66794;48.439304;4.6555653;62.434956;81.01799;59.214687;29.67713;52.20353;27.594542;38.598946;190.44913;28.250336;246.51796;32.06311;709.6969;33.476273;645.6809;28.5021;58.6708;25.55358
gds-deep-v2_prism-clear_1210_13510.spec.fits;53.1185293;-27.81297089999999;5.123768;91.0280455066146;-19.272254587444017;149.64438724654494;-1.8143410910133466;0.03985397875905618;48.03638256003768;1.7017081455748095;1.088910811715425;0.19855452385606423;6.409347929826696e+24;1.1686953722406168e+24;2.118815503809617;0.2670047602491903;66.35969;8.033906;36.29122;10.244061;-23.025467;9.978106;-5.8878036;6.1780143;5.254464;6.5861673;24.035587;4.3827047;48.204567;4.345409;140.60394;4.917229;96.975006;3.8931262;14.162352;3.4292748
jades-gds-wide2-v2_prism-clear_1180_13525.spec.fits;53.1275985;-27.8089726;5.12622;29.26449266961747;-18.934626101672848;826.1330543140795;-2.006367633916931;0.1262049760347674;23.48055449590042;5.3331483304266545;2.1879629712594943;0.4331946060728382;1.7575710885916825e+25;3.479813531438344e+24;8.198814955546256;2.539364731217908;57.970146;17.88014;50.89276;22.171066;17.100084;21.822193;21.523209;13.771618;44.43395;14.859745;48.240982;9.551228;167.64345;10.574104;475.2865;13.402497;225.58763;10.515208;22.104824;8.337377
jades-gdn2-v2_prism-clear_1181_1617.spec.fits;189.1657775;62.2541969;5.12744;32.30605086116027;-19.208746961981316;72.46903192850523;-2.1280981016452305;0.11520254367001281;47.04001914479233;4.601244515844208;0.04609395732469698;0.4484461076017257;2.8765278521782986e+23;2.798561446200997e+24;1.3823823932947008;0.5202915026945683;51.36952;17.966845;3.9978704;22.172323;-9.471687;22.159086;29.57787;14.80991;-5.025055;16.262075;1.0157301;9.881994;30.691391;9.312169;71.01232;9.87219;88.30477;8.606472;-8.26214;8.380692
jades-gdn2-v2_prism-clear_1181_1617.spec.fits;189.1657775;62.2541969;5.12744;32.30605086116027;-19.208746961981316;72.46903192850523;-2.1280981016452305;0.11520254367001281;47.04001914479233;4.601244515844208;0.04609395732469698;0.4484461076017257;2.8765278521782986e+23;2.798561446200997e+24;1.3823823932947008;0.5202915026945683;51.36952;17.966845;3.9978704;22.172323;-9.471687;22.159086;29.57787;14.80991;-5.025055;16.262075;1.0157301;9.881994;30.691391;9.312169;71.01232;9.87219;88.30477;8.606472;-8.26214;8.380692
jades-gdn2-v2_prism-clear_1181_1617.spec.fits;189.1657775;62.2541969;5.12744;32.30605086116027;-19.208746961981316;72.46903192850523;-2.1280981016452305;0.11520254367001281;47.04001914479233;4.601244515844208;0.04609395732469698;0.4484461076017257;2.8765278521782986e+23;2.798561446200997e+24;1.3823823932947008;0.5202915026945683;51.36952;17.966845;3.9978704;22.172323;-9.471687;22.159086;29.57787;14.80991;-5.025055;16.262075;1.0157301;9.881994;30.691391;9.312169;71.01232;9.87219;88.30477;8.606472;-8.26214;8.380692
gds-egami-ddt-v2_prism-clear_6541_203204.spec.fits;53.121392;-27.797214;5.127444;55.73449957490834;-18.712504396339344;1426.6726795055165;-2.016041707616124;0.0028588961007398363;65.99085980709366;3.9101407915498783;3.8853225675187195;0.28205182305258497;3.829558383873115e+25;2.7800366762019667e+24;5.556209139917527;0.7037593786194883;88.219505;11.034212;26.291386;14.710694;34.96418;14.019208;19.396383;8.89376;25.507065;8.973516;85.61712;6.215305;163.54713;6.868105;490.16602;9.791136;268.85425;7.088588;17.204382;4.9663525
gds-udeep-v2_prism-clear_3215_199856.spec.fits;53.1275944;-27.80897820000001;5.13357;94.05242962912583;-19.23487467849525;941.7706229813958;-1.9437021770210494;0.038051449774744776;33.06234545541232;1.5780167765128459;4.09321419837361;0.19608279744258975;2.4936642169512795e+25;1.1945738284025699e+24;6.8768981592716605;0.5614871971846004;92.56336;7.4802284;46.341084;9.853837;14.006486;9.598502;19.106533;5.6409464;28.83637;6.136754;89.946556;4.308832;214.10258;5.635786;636.5488;7.419888;287.12036;4.5179644;17.805159;3.176995
uncover-v2_prism-clear_2561_16863.spec.fits;3.631389794646223;-30.39381459579425;5.134801;39.276483086537624;-19.200621211304444;3970.676457149955;-1.350250202232495;0.08594194196650623;79.9090972541591;4.489114956317618;16.217038182855333;0.6088574723238905;1.019638974692169e+26;3.8281639459314054e+24;13.937296757094462;1.4932996155267084;178.71165;19.06636;101.60421;25.15742;166.41174;24.966827;100.09379;15.143897;133.413;17.01627;356.1623;13.371867;699.2543;15.817277;2490.7573;24.603151;1204.7467;14.900575;33.284504;8.664203
uncover-v2_prism-clear_2561_20071.spec.fits;3.629327906297434;-30.38754369535286;5.135414;23.951984877333686;-18.22122059503023;2728.4831634833445;-1.8553498016856023;0.0008095885332794945;73.75276686136291;10.837752965348614;2.039166506488876;0.6252384663456946;3.160005394706484e+25;9.689041676308945e+24;10.661456238100435;8.774327693921194;24.55972;20.175888;9.441261;27.456846;60.740974;28.937172;52.461636;17.683683;5.0137563;17.638296;44.772133;13.727795;93.93628;12.9115;261.84238;12.970291;182.64658;11.499297;-16.332794;10.186223
uncover-v2_prism-clear_2561_14409.spec.fits;3.577958919831204;-30.40159894880162;5.137255;17.7265228152231;-17.905129629398534;6718.286285969868;-2.8887363017810213;0.007985581965584665;52.14678161694345;5.826434475412186;1.2654798903501316;0.2734431131043463;2.623776085223923e+25;5.669418426189767e+24;7.97475925311353;20.162748334969937;3.9199157;9.888603;-4.9984;13.225922;-0.23331866;13.287825;-12.012016;8.406053;1.9122667;8.242914;27.761703;5.9987097;4.9792724;5.256496;31.260384;5.287219;49.863503;4.7614336;-0.76719505;4.6500387
gds-egami-ddt-v2_prism-clear_6541_99816.spec.fits;53.119073;-27.81754799999999;5.14032;25.793019835576924;-18.3714353244606;5362.965448054824;-2.413920502418158;0.11795214952233472;20.69107045588706;6.372160719042423;3.7419460540436273;0.34823105097768936;5.049481265851818e+25;4.6991221752103614e+24;47.05594462186628;83.47246290846653;7.3708515;13.073389;11.889384;18.153036;30.593636;17.553616;15.6275;10.315922;4.0947413;11.027694;81.97516;7.62873;103.805305;7.5301166;346.84238;10.072832;147.41254;7.604434;3.3818805;6.632997
gds-barrufet-s156-v2_prism-clear_2198_3454.spec.fits;53.14042291032442;-27.88938363076352;5.14217;30.06301819334716;-20.11385884688645;282.13658690658184;-1.8138047460747622;0.11862815499938306;29.15595065470647;5.266983406887482;6.219449472332414;1.1613168027187293;1.6862881107395942e+25;3.1486946327619345e+24;1.4595473956520246;0.2367087681985258;302.08636;45.877792;58.1727;60.55911;96.865395;58.41606;64.62275;35.589252;-48.405163;46.90288;136.13539;25.419664;185.49385;26.424866;440.90936;25.0884;298.86868;27.122196;25.703674;25.454283
gds-egami-ddt-v2_prism-clear_6541_204387.spec.fits;53.179261;-27.79217899999998;5.1434;51.837526528737364;-19.183448681687185;1600.464954259856;-2.5634743899461134;0.010908583690574208;40.16652076271247;3.5767936997611316;4.333166844025159;0.4499372539641247;2.767893090829135e+25;2.874060153652148e+24;9.422631632389567;2.5167940730476315;59.661114;15.870723;56.25921;22.46984;1.2458639;21.1422;6.739469;13.080467;32.45729;13.359835;94.794136;9.843012;190.42307;10.680516;562.1647;13.529392;293.4796;11.419676;2.4979815;8.173722
gds-egami-ddt-v2_prism-clear_6541_205434.spec.fits;53.178482;-27.78828700000003;5.14401;33.10816558397641;-18.93201022680909;1812.1719528451288;-1.7557284901438803;0.10159601165612042;82.79868379586016;4.672851357299853;6.920829451201972;0.4025262343121581;5.572850970282084e+25;3.2412570361214636e+24;6.161850472044281;0.5260998393576536;169.67476;14.205606;82.664696;17.851551;19.152468;17.74193;26.684216;10.696261;48.578007;12.146956;151.3609;8.803386;334.46765;10.414427;1045.5105;17.504282;484.33044;10.507689;41.553295;6.568801
jades-gdn2-v2_prism-clear_1181_1065.spec.fits;189.0642807;62.274298;5.14647;43.10148066217579;-19.838106061210254;897.8606745009738;-2.242979833629737;0.02564173128974089;64.56155772213694;4.04481846106893;6.577375191865089;0.8663365351277179;2.298971377686296e+25;3.028081627707446e+24;4.214652544231775;0.7458640833681455;191.42969;33.366024;77.453285;42.211563;8.278625;42.159184;29.150352;22.876764;85.63809;28.006027;143.68861;18.925892;260.4502;19.096685;806.80963;24.709356;392.55493;21.912724;22.562342;17.133747
