# File;RA;Decl;SN_UV;z_spec
jades-gds-wide-v2_prism-clear_1180_13620.spec.fits;53.12259000000001;-27.76056899999998;22.77016516781824;5.919044
jades-gds-wide-v2_prism-clear_1180_13651.spec.fits;53.1498652;-27.7528312;34.86948872759725;5.919044
gds-deep-v2_prism-clear_1210_13620.spec.fits;53.12259000000001;-27.76056899999998;118.57554772264805;5.920428
jades-gds-wide-v2_prism-clear_1180_16431.spec.fits;53.1054726;-27.76114669999998;51.419953641334885;5.923197
macsj0647-v2_prism-clear_1433_4681.spec.fits;101.998053;70.258364;62.87601486928306;5.924582
gds-deep-v2_prism-clear_1210_13704.spec.fits;53.126535;-27.81809229999999;64.52381634035245;5.92943
uncover-v2_prism-clear_2561_51076.spec.fits;3.553695099646515;-30.33005478898781;27.449499773127403;5.92943
macs0416-v2_prism-clear_1208_3113344.spec.fits;64.04880915688626;-24.05588810363315;15.98714584467728;5.93151
jades-gds-wide-v2_prism-clear_1180_9697.spec.fits;53.130437;-27.80236100000002;20.125038617912626;5.932896
gds-udeep-v2_prism-clear_3215_99671.spec.fits;53.1266432;-27.81773129999999;46.333571107635166;5.9329
gds-egami-ddt-v2_prism-clear_6541_114613.spec.fits;53.139303;-27.79586599999999;10.46773169112993;5.9329
abell370-v2_prism-clear_1208_2101337.spec.fits;39.9802464;-1.5667738000000213;27.758931879242738;5.940526
gds-udeep-v2_prism-clear_3215_200277.spec.fits;53.1096912;-27.80761269999999;46.00577709566624;5.94053
jades-gds-wide2-v2_prism-clear_1180_13612.spec.fits;53.145064;-27.76278300000001;32.944749410875716;5.94122
jades-gds-wide2-v2_prism-clear_1180_4396.spec.fits;53.13838029999999;-27.7787634;20.77941889377983;5.94122
gds-deep-v2_prism-clear_1210_13176.spec.fits;53.1217594;-27.79763279999998;136.16397378245713;5.94122
gds-egami-ddt-v2_prism-clear_6541_89635.spec.fits;53.12805199999999;-27.82916699999998;43.586054813636345;5.9433
gds-deep-v2_prism-clear_1210_13618.spec.fits;53.119112;-27.76080200000001;134.95135444392233;5.948165
jades-gds-wide-v2_prism-clear_1180_13618.spec.fits;53.119112;-27.76080200000001;39.776072101361024;5.953726
gds-udeep-v2_prism-clear_3215_30080593.spec.fits;53.1488457;-27.80969620000002;16.036342135692202;5.95999
gds-deep-v2_prism-clear_1210_9880.spec.fits;53.160634;-27.77160400000002;58.049062198955944;5.9802
macs1149-v2_prism-clear_1208_5116153.spec.fits;177.4004267157912;22.41806888764264;10.349249372863358;5.982295
jades-gds-wide-v2_prism-clear_1180_9735.spec.fits;53.19938;-27.79627399999998;20.091330150238427;5.985088
jades-gds-wide-v2_prism-clear_1180_14133.spec.fits;53.17264;-27.76705800000002;16.15337735570392;5.986485
gds-egami-ddt-v2_prism-clear_6541_196770.spec.fits;53.17587;-27.820066;33.301267783854016;5.98788
jades-gds-wide2-v2_prism-clear_1180_5240.spec.fits;53.1422719;-27.80683790000001;24.123189800463656;5.98858
uncover-v2_prism-clear_2561_23920.spec.fits;3.572830268654349;-30.38002597737182;6.540671163402015;5.990679
gds-udeep-v2_prism-clear_3215_113056.spec.fits;53.1105167;-27.79848859999999;5.333971545420223;5.99208
macs0416-v2_prism-clear_1208_3116958.spec.fits;64.03960252314063;-24.08855280264789;43.40447631002775;5.994175
jades-gds-wide-v2_prism-clear_1180_9457.spec.fits;53.17324;-27.79567400000002;35.01541603052969;6.003273
ceers-v2_prism-clear_1345_397.spec.fits;214.836197;52.882693;98.68255183545465;6.006776
ceers-v2_prism-clear_1345_476.spec.fits;214.805561;52.836345;8.034978585829549;6.01589
jades-gdn-v2_prism-clear_1181_50010.spec.fits;189.2881531;62.1837804;12.933385577974747;6.038377
